Ticker,Day,Forecast
AMAN.TA,Day_21,1628.678457
AMAN.TA,Day_22,1627.500053
AMAN.TA,Day_23,1590.476029
AMAN.TA,Day_24,1560.782421
AMAN.TA,Day_25,1517.396924
AMAN.TA,Day_26,1510.614434
AMAN.TA,Day_27,1515.330614
AMAN.TA,Day_28,1535.85507
AMAN.TA,Day_29,1554.745337
AMAN.TA,Day_30,1586.263846
AMD.TA,Day_1,1080.14077
AMD.TA,Day_2,1079.340271
AMD.TA,Day_3,1080.209426
AMD.TA,Day_4,1085.106825
AMD.TA,Day_5,1086.643633
AMD.TA,Day_6,1086.029165
AMD.TA,Day_7,1087.220053
AMD.TA,Day_8,1085.184853
AMD.TA,Day_9,1086.499376
AMD.TA,Day_10,1087.119696
AMD.TA,Day_11,1085.773317
AMD.TA,Day_12,1084.162187
AMD.TA,Day_13,1084.000735
AMD.TA,Day_14,1080.791328
AMD.TA,Day_15,1083.953299
AMD.TA,Day_16,1084.8858
AMD.TA,Day_17,1083.933728
AMD.TA,Day_18,1090.894122
AMD.TA,Day_19,1089.109722
AMD.TA,Day_20,1091.12961
AMD.TA,Day_21,1091.66311
AMD.TA,Day_22,1092.005661
AMD.TA,Day_23,1090.637329
AMD.TA,Day_24,1091.09509
AMD.TA,Day_25,1092.069224
AMD.TA,Day_26,1091.661982
AMD.TA,Day_27,1092.579854
AMD.TA,Day_28,1092.747742
AMD.TA,Day_29,1092.037898
AMD.TA,Day_30,1092.028499
AMDA.TA,Day_1,2.176039701
AMDA.TA,Day_2,2.176092431
AMDA.TA,Day_3,2.288666273
AMDA.TA,Day_4,2.300673618
AMDA.TA,Day_5,2.670695825
AMDA.TA,Day_6,2.667167521
AMDA.TA,Day_7,2.667010038
AMDA.TA,Day_8,2.667658469
AMDA.TA,Day_9,2.665828978
AMDA.TA,Day_10,2.665060811
AMDA.TA,Day_11,2.655386844
AMDA.TA,Day_12,2.634912595
AMDA.TA,Day_13,2.597653664
AMDA.TA,Day_14,2.487503549
AMDA.TA,Day_15,2.580278102
AMDA.TA,Day_16,2.592801521
AMDA.TA,Day_17,2.594771596
AMDA.TA,Day_18,2.592646481
AMDA.TA,Day_19,2.63935112
AMDA.TA,Day_20,2.635553993
AMDA.TA,Day_21,2.653683943
AMDA.TA,Day_22,2.721770175
AMDA.TA,Day_23,2.69393735
AMDA.TA,Day_24,2.688289932
AMDA.TA,Day_25,2.673108332
AMDA.TA,Day_26,2.729303232
AMDA.TA,Day_27,2.72497352
AMDA.TA,Day_28,2.675588969
AMDA.TA,Day_29,2.675244648
AMDA.TA,Day_30,2.733308086
AMOT.TA,Day_1,1881.793885
AMOT.TA,Day_2,1886.255905
AMOT.TA,Day_3,1905.206348
AMOT.TA,Day_4,1916.03657
AMOT.TA,Day_5,1928.282917
AMOT.TA,Day_6,1926.615166
AMOT.TA,Day_7,1930.781597
AMOT.TA,Day_8,1937.367446
AMOT.TA,Day_9,1945.44794
AMOT.TA,Day_10,1958.266775
AMOT.TA,Day_11,1966.071352
AMOT.TA,Day_12,1991.109692
AMOT.TA,Day_13,2015.054799
AMOT.TA,Day_14,2017.153166
AMOT.TA,Day_15,2042.190155
AMOT.TA,Day_16,2059.601258
AMOT.TA,Day_17,2049.375826
AMOT.TA,Day_18,2048.598328
AMOT.TA,Day_19,2050.827507
AMOT.TA,Day_20,2072.2944
AMOT.TA,Day_21,2113.351999
